epoch,train_loss,val_loss,val_mae,val_rmse,val_pearson,lr
1,0.8553187745809555,0.6967303226701915,1.0842633247375488,1.4720368385314941,0.5428804821912349,0.00019945218953682734
2,0.6996681265830994,0.612322140019387,0.9911276698112488,1.3840383291244507,0.6078341265049191,0.00019781476007338058
3,0.6440865094661713,0.5736696193926036,0.9526963233947754,1.3401697874069214,0.6420303160110672,0.00019510565162951537
4,0.6219080555438995,0.5538597339764237,0.9186577200889587,1.3049579858779907,0.660544319619322,0.00019135454576426006
5,0.5964049692153931,0.5212851078249514,0.8884528279304504,1.2726538181304932,0.682876644189957,0.00018660254037844388
6,0.5701005027294159,0.4966163649223745,0.8747263550758362,1.2554616928100586,0.6903596193824061,0.00018090169943749476
7,0.5614051362276077,0.527615191298537,0.9159157276153564,1.2808090448379517,0.6980758386061398,0.00017431448254773944
8,0.549851885676384,0.5069888480938971,0.8806408047676086,1.2620562314987183,0.6882562637040345,0.00016691306063588583
9,0.5378959739208221,0.4791437750682235,0.8503267168998718,1.2258883714675903,0.7103606425706794,0.00015877852522924732
10,0.5247929928302765,0.526457758853212,0.9070021510124207,1.2835482358932495,0.6982984921993459,0.00015000000000000001
11,0.5174846415519714,0.4656176813878119,0.8333489298820496,1.2166993618011475,0.7172928757401084,0.00014067366430758007
12,0.5100408361554146,0.5030248917173594,0.8784160017967224,1.2495384216308594,0.7070025616402611,0.00013090169943749476
13,0.5046538672149181,0.4511252420488745,0.8162867426872253,1.1989165544509888,0.7245582723713129,0.00012079116908177594
14,0.4974545497894287,0.46434170729480684,0.8327260613441467,1.212099313735962,0.721034005164128,0.00011045284632676538
15,0.49575965029001234,0.4678152322303504,0.8339105248451233,1.2154172658920288,0.7246619565222561,0.00010000000000000005
16,0.4892924847602844,0.46964783361181617,0.8326115608215332,1.2174299955368042,0.7237528944123882,8.954715367323469e-05
17,0.4823776378631592,0.44973487383686006,0.8121342658996582,1.1960452795028687,0.7287223827995176,7.920883091822407e-05
18,0.47356949824094774,0.45026953611522913,0.8124397397041321,1.1978940963745117,0.7281743486663195,6.909830056250527e-05
19,0.47314747631549836,0.4501164050307125,0.8086247444152832,1.194488286972046,0.7305975307400756,5.9326335692419995e-05
20,0.4646407147049904,0.4477009801194072,0.80116868019104,1.1861745119094849,0.7345253706382393,5.0000000000000036e-05
21,0.45894804179668425,0.43394255358725786,0.7917965054512024,1.1759668588638306,0.7388477961036899,4.122147477075271e-05
22,0.4575218451023102,0.4394663240527734,0.7974371314048767,1.179370641708374,0.738544813710917,3.308693936411422e-05
23,0.45189207822084426,0.43533201911486685,0.7928524017333984,1.1734668016433716,0.7404429746089275,2.5685517452260594e-05
24,0.44832381707429886,0.44596053659915924,0.8050115704536438,1.1878892183303833,0.737330902980586,1.9098300562505273e-05
25,0.4437679901719093,0.4368535040412098,0.7919625043869019,1.1812535524368286,0.7394001159366196,1.3397459621556136e-05
26,0.44652548986673357,0.4278034989256412,0.7824485301971436,1.1677085161209106,0.7439052558432917,8.645454235739906e-06
27,0.44387673544883727,0.4301511642988771,0.7859989404678345,1.1694978475570679,0.7436419380704005,4.894348370484648e-06
28,0.44358073472976683,0.42643687641248107,0.7800202369689941,1.166406512260437,0.7445761374747115,2.185239926619432e-06
29,0.4411683400273323,0.426019394537434,0.7801052927970886,1.1654424667358398,0.745403511568035,5.478104631726601e-07
30,0.4392499352693558,0.4257447049021721,0.7797511219978333,1.1651922464370728,0.7454183476159071,0.0
